stdntid,gender,race,birthmonth,birthday,birthyear,gkclasstype,gkclasssize,gkschid,gksurban,gktchid,gkfreelunch,gktreadss,gktmathss,gktlistss,g1classtype,g1classsize,g1schid,g1surban,g1tchid,g1freelunch,g1treadss,g1tmathss,g1tlistss,g2classtype,g2classsize,g2schid,g2surban,g2tchid,g2freelunch,g2treadss,g2tmathss,g2tlistss,g3classtype,g3classsize,g3schid,g3surban,g3tchid,g3freelunch,g3treadss,g3tmathss,g3tlangss,g3tlistss,,
15100,1,1,3,21,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,189378,3,18937816,1,636,663,650,696,,
15101,1,1,4,8,1980,3,19,191411,3,19141102,1,430,454,494,3,21,191411,3,19141105,1,NA,463,501,3,23,191411,3,19141108,1,554,528,575,3,23,191411,3,19141111,1,580,591,587,601,,
15102,1,1,4,14,1980,3,19,191411,3,19141102,2,445,478,532,3,21,191411,3,19141105,1,477,502,565,3,23,191411,3,19141108,1,599,596,636,3,23,191411,3,19141111,1,583,594,604,597,,
15103,2,1,4,29,1980,3,19,191411,3,19141102,1,405,405,505,2,22,191411,3,19141106,1,NA,439,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15104,1,1,4,11,1980,1,14,209510,3,20951004,1,398,392,486,1,14,209510,3,20951010,1,434,477,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15105,1,1,4,17,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,201449,3,20144912,1,485,515,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15106,2,1,4,2,1980,1,14,201449,3,20144901,1,416,454,528,1,17,201449,3,20144909,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15107,1,1,4,4,1980,2,22,201449,3,20144903,2,419,454,536,2,25,201449,3,20144913,1,438,451,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15108,1,1,4,4,1980,1,15,201449,3,20144906,1,461,520,565,1,15,201449,3,20144908,2,579,584,596,1,15,201449,3,20144914,2,659,611,626,1,14,201449,3,20144921,2,616,636,653,649,,
15109,1,1,4,14,1980,2,23,230612,3,23061203,2,388,399,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15110,1,1,4,17,1980,3,21,201449,3,20144904,2,490,500,560,2,25,201449,3,20144913,2,590,529,565,2,23,201449,3,20144920,2,575,561,581,2,22,201449,3,20144927,2,602,614,611,606,,
15111,1,1,4,21,1980,1,13,170295,3,17029503,1,411,449,532,1,18,170295,3,17029508,1,553,601,584,1,15,170295,3,17029511,1,637,590,636,1,17,170295,3,17029515,1,665,610,653,683,,
15112,2,1,4,22,1980,3,21,201449,3,20144904,2,456,528,607,2,25,201449,3,20144913,2,590,538,618,2,23,201449,3,20144920,2,611,599,692,2,22,201449,3,20144927,2,657,601,650,677,,
15113,1,1,4,13,1980,1,12,162184,3,16218404,1,424,520,586,1,14,162184,3,16218408,1,571,601,618,1,14,162184,3,16218412,1,659,659,649,1,14,162184,3,16218416,1,675,684,635,668,,
15114,1,1,4,16,1980,1,12,162184,3,16218403,2,411,489,532,1,13,162184,3,16218406,2,553,562,596,1,13,162184,3,16218411,1,669,620,599,1,14,162184,3,16218413,1,620,667,630,634,,
15115,2,1,4,1,1980,1,16,203452,3,20345203,2,580,559,622,1,17,203452,3,20345207,2,651,592,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15116,2,1,4,9,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,203452,3,20345210,1,527,518,562,2,24,203452,3,20345212,1,564,593,575,2,27,203452,3,20345216,1,622,589,600,597,,
15117,1,1,4,18,1980,2,19,203452,3,20345205,2,467,449,554,2,23,203452,3,20345209,2,651,532,645,2,22,203452,3,20345213,2,637,611,622,2,24,203452,3,20345218,2,650,591,638,652,,
15118,2,1,4,27,1980,2,21,203452,3,20345202,2,453,468,571,3,24,203452,3,20345206,NA,527,535,559,3,26,203452,3,20345214,2,552,559,593,3,24,203452,3,20345219,2,592,603,606,619,,
15119,2,2,4,27,1980,2,21,203452,3,20345202,2,422,449,512,2,22,203452,3,20345210,2,NA,532,519,2,22,203452,3,20345213,1,550,563,543,2,24,203452,3,20345218,1,577,594,595,566,,
15120,1,1,4,28,1980,3,23,203452,3,20345204,2,NA,NA,NA,2,22,203452,3,20345210,2,480,474,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15121,2,2,4,1,1980,1,17,205492,2,20549204,1,403,478,545,3,29,205492,2,20549205,1,447,493,524,3,21,205492,2,20549208,1,503,528,562,3,23,205492,2,20549213,NA,NA,NA,NA,NA,,
15122,1,2,4,3,1980,2,23,205492,2,20549203,2,433,473,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,205492,2,20549209,1,517,494,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15123,1,2,11,16,1979,3,23,205492,2,20549201,2,424,434,486,3,29,205492,2,20549205,1,442,481,543,3,21,205492,2,20549208,1,474,473,545,3,23,205492,2,20549213,NA,531,531,559,556,,
15124,2,1,4,3,1980,2,24,205488,2,20548802,2,451,484,536,3,23,205488,2,20548807,2,544,542,577,3,23,205488,2,20548808,2,614,587,631,3,21,205488,2,20548812,2,702,648,677,646,,
15125,2,3,4,7,1980,2,21,203452,3,20345202,2,451,468,536,2,23,203452,3,20345209,2,553,557,592,2,24,203452,3,20345212,2,643,632,642,2,27,203452,3,20345216,2,639,655,657,637,,
15126,1,3,4,7,1980,2,19,203452,3,20345205,2,428,459,560,3,24,203452,3,20345206,NA,540,567,574,3,26,203452,3,20345214,2,582,579,599,3,24,203452,3,20345219,2,590,610,627,622,,
15127,1,NA,5,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,189382,2,18938209,NA,608,561,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15128,2,1,4,22,1980,3,21,212522,4,21252201,1,411,468,536,3,26,212522,4,21252210,2,477,484,580,3,23,212522,4,21252211,NA,549,568,590,3,24,212522,4,21252216,2,575,565,585,624,,
15129,1,1,4,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,128076,2,12807609,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15130,1,1,4,28,1980,2,22,205491,2,20549103,2,433,463,524,3,22,205491,2,20549107,2,604,562,574,3,24,205491,2,20549110,2,611,611,606,3,21,205491,2,20549114,2,693,655,660,624,,
15131,1,1,4,28,1980,1,17,205488,2,20548803,2,453,489,571,1,14,205488,2,20548804,1,471,515,562,1,12,205488,2,20548811,1,560,574,596,1,16,205488,2,20548815,1,616,610,613,622,,
15132,2,1,4,29,1980,3,21,212522,4,21252201,2,443,459,545,2,26,212522,4,21252206,2,564,526,584,2,24,212522,4,21252212,NA,650,596,610,2,23,212522,4,21252218,2,680,622,672,627,,
15133,2,1,4,29,1980,1,14,205491,2,20549101,2,384,405,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15134,1,1,4,29,1980,1,16,128079,3,12807903,2,439,478,528,1,15,128079,3,12807905,2,579,545,551,1,17,128079,3,12807908,2,571,550,587,1,16,128079,3,12807913,2,NA,NA,NA,NA,,
15135,2,1,3,31,1980,2,24,205488,2,20548802,2,443,473,554,2,19,205488,2,20548806,2,495,523,606,2,22,205488,2,20548809,2,611,568,622,2,21,205488,2,20548813,2,631,655,664,652,,
15136,1,1,4,1,1980,1,14,161183,3,16118303,1,434,468,607,1,15,161183,3,16118311,2,579,553,606,1,15,161183,3,16118314,2,622,615,642,1,15,161183,3,16118320,2,616,589,613,663,,
15137,2,2,4,1,1980,3,23,205492,2,20549201,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15138,2,1,4,2,1980,1,17,205489,2,20548901,2,NA,489,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15139,2,1,4,5,1980,1,13,128076,2,12807601,2,416,454,520,1,15,128076,2,12807606,1,590,584,611,1,13,128076,2,12807609,1,643,620,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15140,2,1,4,8,1980,3,24,128076,2,12807603,1,398,418,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15141,2,1,4,10,1980,2,20,130085,2,13008501,2,463,520,607,3,24,130085,2,13008506,2,629,567,618,3,23,130085,2,13008509,2,631,611,677,3,23,130085,2,13008513,2,657,684,632,663,,
15142,1,1,4,14,1980,3,23,168211,3,16821102,2,463,489,571,2,30,168211,3,16821110,2,NA,584,588,2,27,168211,3,16821111,2,NA,NA,NA,2,26,168211,3,16821116,2,NA,648,664,649,,
15143,1,2,4,15,1980,3,24,205490,1,20549002,2,419,418,509,2,24,205490,1,20549005,1,536,584,580,3,21,205492,2,20549208,1,530,554,564,3,23,205492,2,20549213,NA,585,583,611,619,,
15144,1,2,4,15,1980,3,24,205490,1,20549002,1,407,449,549,2,24,205490,1,20549005,1,521,557,574,2,24,205490,1,20549007,1,532,579,613,2,22,205490,1,20549011,2,616,622,598,619,,
15145,2,2,4,16,1980,1,16,205492,2,20549202,1,455,494,516,1,18,205492,2,20549207,1,488,526,546,1,18,205492,2,20549210,1,517,540,554,1,17,205492,2,20549215,1,545,519,583,559,,
15146,2,1,4,20,1980,2,24,128079,3,12807901,1,431,439,501,1,16,128079,3,12807907,1,579,512,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15147,1,2,4,21,1980,1,15,205490,1,20549001,1,416,399,494,1,17,205490,1,20549006,1,494,507,546,1,17,205490,1,20549009,1,637,577,613,1,15,205490,1,20549012,1,608,583,653,624,,
15148,1,2,4,23,1980,2,23,244776,1,24477607,1,425,478,536,3,24,244745,2,24474505,1,495,468,536,3,25,244745,2,24474510,1,586,535,599,3,26,244745,2,24474515,1,633,612,630,637,,
15149,1,2,4,25,1980,3,23,205488,2,20548801,1,400,412,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15150,2,1,4,28,1980,3,21,161183,3,16118304,1,451,528,524,3,23,161183,3,16118309,2,548,549,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15151,2,1,3,28,1980,3,24,128076,2,12807603,1,407,444,520,3,21,128076,2,12807605,1,438,463,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15152,2,1,4,1,1980,1,14,209510,3,20951005,2,455,528,532,1,14,209510,3,20951011,2,571,567,601,1,16,209510,3,20951016,2,627,626,626,1,16,209510,3,20951023,2,728,726,785,668,,
15153,2,1,4,5,1980,3,23,208503,3,20850303,2,388,412,494,2,20,208503,3,20850306,2,483,526,580,2,23,208503,3,20850307,1,533,556,532,2,23,208503,3,20850310,1,573,583,585,608,,
15154,1,1,4,7,1980,1,15,208501,3,20850104,2,424,559,571,1,17,208501,3,20850105,2,492,578,596,1,17,208501,3,20850112,2,575,632,613,1,16,208501,3,20850116,2,641,700,630,656,,
15155,1,1,4,9,1980,3,23,208503,3,20850303,2,407,405,516,3,20,208503,3,20850305,2,501,470,543,3,22,208503,3,20850308,2,602,559,610,3,24,208503,3,20850311,2,599,585,615,608,,
15156,2,1,4,9,1980,3,26,259915,3,25991502,2,NA,NA,NA,2,24,259915,3,25991506,2,533,562,556,2,21,259915,3,25991509,2,596,579,581,2,25,259915,3,25991513,2,647,678,650,624,,
15157,2,1,4,14,1980,2,24,259915,3,25991503,1,407,449,524,2,24,259915,3,25991506,1,459,444,509,2,21,259915,3,25991509,1,509,510,510,2,25,259915,3,25991513,1,552,564,566,559,,
15158,1,1,4,22,1980,2,22,208501,3,20850101,2,NA,NA,NA,3,24,208501,3,20850106,2,512,520,580,3,23,208501,3,20850109,2,575,596,593,3,24,208501,3,20850113,2,592,651,647,646,,
15159,1,1,4,23,1980,2,24,259915,3,25991503,2,408,520,545,2,24,259915,3,25991506,2,462,549,580,2,21,259915,3,25991509,2,536,582,590,1,16,259915,3,25991515,2,585,636,635,637,,
15160,1,1,4,1,1980,2,24,208503,3,20850301,2,397,429,536,2,20,208503,3,20850306,2,507,518,568,2,23,208503,3,20850307,2,582,563,581,2,23,208503,3,20850310,2,622,596,611,649,,
15161,2,1,4,6,1980,3,22,208501,3,20850102,2,427,459,554,3,24,208501,3,20850106,2,579,592,588,3,23,208501,3,20850109,2,650,659,649,3,24,208501,3,20850113,2,657,752,688,656,,
15162,2,1,4,3,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,208503,3,20850305,1,540,507,548,3,22,208503,3,20850308,1,614,570,610,3,24,208503,3,20850311,1,636,642,650,606,,
15163,1,1,3,30,1980,2,25,166203,4,16620302,1,403,434,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15164,2,1,4,11,1980,2,23,230612,3,23061203,2,437,520,536,3,20,230612,3,23061205,2,509,529,580,3,26,230612,3,23061208,2,555,546,622,3,27,230612,3,23061211,NA,606,603,635,660,,
15165,1,1,4,6,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,169280,2,16928006,2,590,612,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15166,2,1,3,1,1980,2,24,193423,3,19342304,1,421,468,494,2,25,193422,3,19342206,1,480,490,534,2,21,193423,3,19342313,1,511,510,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15167,2,1,3,3,1980,2,24,215533,3,21553302,2,460,528,560,3,23,215533,3,21553309,2,524,515,562,3,23,215533,3,21553313,2,575,582,590,3,22,215533,3,21553320,1,631,603,600,624,,
15168,2,1,3,4,1980,2,23,215533,3,21553306,2,455,494,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,215533,3,21553313,2,599,570,590,3,22,215533,3,21553320,1,636,631,635,606,,
15169,1,2,3,5,1980,2,24,215533,3,21553302,1,400,439,520,2,23,215533,3,21553307,1,423,439,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15170,1,1,3,6,1980,1,17,215533,3,21553305,2,495,602,565,1,16,215533,3,21553311,2,629,601,660,1,14,215533,3,21553317,2,643,639,622,1,15,215533,3,21553325,2,661,711,653,663,,
15171,1,2,3,6,1980,3,20,193422,3,19342201,1,453,513,524,2,25,193422,3,19342206,2,544,538,538,1,15,193423,3,19342310,2,599,582,559,1,15,193423,3,19342315,1,592,624,613,619,,
15172,2,1,3,10,1980,3,23,215533,3,21553304,2,455,559,571,3,22,215533,3,21553308,2,579,612,584,3,23,215533,3,21553319,2,643,611,665,3,22,215533,3,21553320,2,670,684,672,652,,
15173,2,1,3,11,1980,2,22,193422,3,19342203,1,467,506,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15174,1,1,3,14,1980,3,24,215533,3,21553301,2,437,478,554,2,23,215533,3,21553310,2,604,627,611,2,23,215533,3,21553315,2,622,556,631,2,21,215533,3,21553323,2,620,601,635,640,,
15175,2,1,3,14,1980,3,22,193423,3,19342303,2,421,506,532,3,19,193423,3,19342307,1,495,512,601,3,20,193423,3,19342314,1,545,596,575,3,24,193423,3,19342318,1,593,642,638,627,,
15176,1,1,3,14,1980,2,24,193423,3,19342304,2,463,513,571,2,22,193423,3,19342309,2,533,538,574,2,21,193423,3,19342313,2,569,554,590,2,24,193423,3,19342316,2,608,608,630,619,,
15177,1,1,3,18,1980,3,26,259915,3,25991502,2,419,506,NA,2,22,221574,3,22157405,2,487,557,625,2,23,221574,3,22157410,2,544,582,610,2,21,221574,3,22157414,2,599,NA,NA,NA,,
15178,2,1,3,20,1980,3,22,193423,3,19342303,2,414,500,560,2,22,193423,3,19342309,NA,471,535,577,2,21,193423,3,19342313,2,538,559,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15179,1,1,3,24,1980,3,23,215533,3,21553304,2,467,547,586,3,23,215533,3,21553309,1,544,612,601,3,23,215533,3,21553319,1,577,626,692,3,21,215533,3,21553321,1,626,639,632,668,,
15180,2,1,3,31,1980,2,22,193422,3,19342203,2,465,536,571,2,25,193422,3,19342206,2,524,567,580,2,22,193422,3,19342210,2,591,582,575,1,17,193422,3,19342214,2,588,631,653,615,,
15181,2,1,4,1,1980,3,22,170295,3,17029502,2,463,478,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15182,1,1,4,4,1980,3,24,215533,3,21553301,2,467,489,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15183,1,1,4,9,1980,2,23,230612,3,23061203,2,461,536,571,2,23,230612,3,23061204,1,NA,NA,NA,2,24,230612,3,23061207,1,544,570,581,2,27,230612,3,23061210,NA,590,634,606,634,,
15184,1,1,4,13,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,170295,3,17029511,2,NA,NA,NA,1,17,170295,3,17029515,2,654,629,650,663,,
15185,2,1,4,13,1980,2,23,215533,3,21553306,2,474,559,565,3,22,215533,3,21553308,2,651,592,708,3,23,215533,3,21553319,2,573,615,656,3,22,215533,3,21553320,2,665,678,672,663,,
15186,2,1,4,15,1979,1,17,193423,3,19342301,1,445,513,516,1,14,193423,3,19342306,1,533,535,548,1,16,193423,3,19342312,1,599,540,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15187,2,2,4,15,1980,2,25,180344,4,18034401,2,397,399,470,3,22,180344,4,18034406,2,564,562,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15188,1,2,4,21,1980,3,27,159171,3,15917101,2,416,478,505,2,23,159171,3,15917107,1,460,535,571,2,19,159171,3,15917114,1,550,599,551,1,15,159171,3,15917121,1,562,582,559,590,,
15189,1,2,1,23,1980,3,27,159171,3,15917101,1,418,500,532,2,23,159171,3,15917109,1,454,490,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15190,2,1,4,24,1980,2,22,244831,2,24483102,2,402,454,512,2,24,244831,2,24483106,2,477,512,536,2,24,244831,2,24483110,2,530,550,564,2,23,244831,2,24483115,1,592,612,632,582,,
15191,1,1,3,18,1980,2,23,230612,3,23061203,2,448,513,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,230612,3,23061208,2,573,577,596,3,27,230612,3,23061211,NA,585,639,602,632,,
15192,2,1,3,22,1980,2,22,159171,3,15917105,1,NA,NA,NA,3,23,159171,3,15917108,2,530,557,565,3,21,159171,3,15917115,2,584,596,587,3,19,159171,3,15917118,2,618,651,657,627,,
15193,2,2,3,24,1980,3,22,201449,3,20144902,1,456,536,554,3,25,201449,3,20144911,1,544,612,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15194,2,1,3,25,1980,1,16,180344,4,18034404,2,451,536,554,1,16,180344,4,18034410,1,604,562,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15195,1,1,3,27,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,264945,2,26494515,2,608,593,617,2,28,264945,2,26494521,2,641,620,672,637,,
15196,2,1,3,28,1980,1,16,193423,3,19342302,1,437,559,545,3,26,193422,3,19342205,1,544,495,559,3,22,193422,3,19342208,1,627,548,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15197,1,1,3,28,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,170295,3,17029514,2,595,612,630,629,,
15198,2,2,3,30,1980,2,22,159171,3,15917105,1,465,494,528,2,23,159171,3,15917109,1,495,526,551,2,19,159171,3,15917113,1,584,530,556,2,22,159171,3,15917120,1,587,565,570,601,,
15199,1,1,3,31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,169280,2,16928008,1,511,570,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15200,1,1,3,31,1980,1,16,228606,3,22860603,2,419,459,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15201,1,2,4,1,1980,2,21,221571,3,22157101,2,397,439,512,2,23,221571,3,22157107,2,454,474,536,2,25,221571,3,22157116,2,596,603,626,2,26,221571,3,22157121,2,578,593,627,601,,
15202,2,1,4,2,1980,2,19,221574,3,22157404,2,407,449,509,2,22,221574,3,22157405,2,468,518,546,2,23,221574,3,22157410,2,520,531,543,2,21,221574,3,22157414,2,600,579,613,577,,
15203,2,1,4,3,1980,1,16,221571,3,22157104,2,419,484,532,1,14,221571,3,22157110,2,456,493,521,1,17,221571,3,22157112,2,568,554,581,1,17,221571,3,22157117,2,622,588,627,599,,
15204,2,1,4,12,1980,3,20,221574,3,22157402,2,442,459,554,3,21,221574,3,22157408,2,524,512,568,3,23,221574,3,22157412,2,573,572,622,3,22,221574,3,22157416,2,614,624,615,629,,
15205,1,1,4,15,1980,3,23,221571,3,22157105,2,384,375,520,3,21,221571,3,22157108,2,471,518,548,3,25,221571,3,22157113,2,520,548,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15206,1,1,4,16,1980,1,12,221574,3,22157403,2,440,520,536,1,13,221574,3,22157407,2,558,535,554,1,13,221574,3,22157409,2,593,584,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15207,2,1,4,17,1980,1,15,221571,3,22157102,2,408,429,512,1,15,221571,3,22157111,2,540,515,536,1,16,221571,3,22157114,2,554,530,570,1,15,221571,3,22157119,2,573,549,602,580,,
15208,2,2,3,25,1980,2,25,166203,4,16620302,2,433,439,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15209,2,1,4,21,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,221571,3,22157119,2,629,612,641,615,,
15210,1,1,4,24,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,221571,3,22157107,1,456,495,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15211,2,1,4,25,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,209510,3,20951006,2,472,474,536,3,22,209510,3,20951014,2,530,495,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15212,1,1,4,25,1980,1,15,221571,3,22157102,2,410,412,528,1,14,221571,3,22157110,2,453,553,584,1,17,221571,3,22157112,2,591,607,613,1,17,221571,3,22157117,2,624,667,638,622,,
15213,1,1,4,28,1980,2,21,221571,3,22157101,1,391,399,509,3,24,221571,3,22157106,NA,434,439,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15214,1,1,4,29,1980,1,13,221574,3,22157401,2,414,434,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15215,1,1,4,10,1980,1,12,212522,4,21252203,1,450,494,565,1,16,212522,4,21252207,1,490,532,548,1,13,212522,4,21252215,NA,582,584,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15216,2,1,4,1,1980,2,22,225585,3,22558503,2,442,547,554,3,26,225585,3,22558505,2,509,601,618,3,26,225585,3,22558509,2,614,596,642,3,25,225585,3,22558513,2,633,684,702,663,,
15217,2,1,4,6,1980,3,21,164198,3,16419801,1,436,484,540,3,23,164198,3,16419805,2,521,518,611,3,26,164198,3,16419809,2,547,546,596,3,21,164198,3,16419813,2,608,594,622,663,,
15218,2,1,4,6,1980,3,21,225585,3,22558504,1,418,489,536,2,26,225585,3,22558507,1,466,526,546,2,26,225585,3,22558512,1,541,572,567,2,24,225585,3,22558516,1,620,620,625,612,,
15219,1,1,4,17,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,225585,3,22558509,2,NA,NA,NA,3,25,225585,3,22558513,2,595,610,672,599,,
15220,1,1,3,7,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,215533,3,21553318,1,559,570,599,2,21,215533,3,21553324,2,597,603,611,603,,
15221,1,1,3,12,1980,2,23,225585,3,22558501,2,405,459,520,2,26,225585,3,22558507,2,495,477,541,2,26,225585,3,22558512,2,554,520,559,2,24,225585,3,22558516,2,564,582,581,584,,
15222,2,1,3,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,225585,3,22558507,2,469,495,580,2,26,225585,3,22558512,1,569,559,593,2,24,225585,3,22558516,1,614,606,606,627,,
15223,1,1,4,21,1980,2,24,228606,3,22860602,2,450,468,586,2,22,228606,3,22860605,2,533,653,592,2,22,228606,3,22860610,2,659,648,613,2,22,228606,3,22860614,2,647,678,737,683,,
15224,1,1,4,25,1980,3,25,228606,3,22860601,2,421,434,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15225,2,1,4,26,1980,1,16,228606,3,22860604,2,456,547,607,3,21,228606,3,22860606,2,604,592,611,3,22,228606,3,22860611,2,650,721,656,3,25,228606,3,22860615,2,657,655,694,656,,
